No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
140.0,38724.5,52.5543201,-1.4689835,83.98100000000001,295.905,91.32,-0.1,0.1,0.0,84.64999,84.53999,84.42999,84.33,-0.1999817,84.64,0.01937985,-0.01938009,0.0,6.0,3.0,2105.0,84.0,0.0,-0.1900024,0.0,14.4,6.75,18.5
140.0,38724.6,52.55432929999999,-1.4690145,84.125,295.813,91.32,-0.1,0.1,0.0,84.78999,84.45,84.89,84.39999,-0.6000061,84.62,0.009180069,-0.02958012,0.0,6.0,3.0,2105.0,84.0,0.0,-0.1900024,0.0,14.4,6.75,18.5
140.0,38724.7,52.5543385,-1.4690455,84.359,295.985,91.31,-0.09,0.1,0.0,84.69,84.86,84.59999,84.25999,-0.1999817,84.68999000000001,0.0,-0.02958012,0.0,6.0,3.0,2098.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,18.5
140.0,38724.8,52.5543477,-1.4690765,84.31200000000001,296.01,91.29,-0.1,0.1,0.0,84.86,84.75999,84.39999,84.42,-0.1999817,84.85,0.0,-0.02958012,0.0,6.0,3.0,2102.0,84.0,0.0,0.04000854,0.0,14.3,6.75,17.0
140.0,38724.9,52.554357,-1.4691073999999995,84.12799999999999,296.133,91.28,-0.1,0.1,0.0,85.0,84.69,84.53,84.28,0.0,84.84,0.0,-0.02958012,0.0,6.0,3.0,2111.0,84.0,0.0,0.04000854,0.0,14.3,6.75,13.5
139.0,38725.0,52.5543663,-1.4691384,84.2,296.175,91.26,-0.11,0.1,0.0,84.81999,84.56999,84.75999,84.50999,-0.2999877999999999,84.65,0.0,-0.01938009,0.0,6.0,3.0,2103.0,84.0,0.0,0.04000854,0.0,14.4,6.75,11.0
139.0,38725.1,52.55437559999999,-1.4691694,84.355,296.105,91.26,-0.1,0.1,0.0,84.62999,84.78,84.59,84.28,-0.1999817,84.72,0.0,-0.02958012,0.0,6.0,3.0,2105.0,84.0,0.0,0.04000854,0.0,14.4,6.75,10.5
139.0,38725.2,52.5543849,-1.4692003,84.15,296.23,91.26,-0.09,0.1,0.0,84.62999,84.5,84.42,84.42999,0.0,84.6,-0.009180069,-0.009180069,0.0,6.0,3.0,2095.0,84.0,0.0,0.04000854,0.0,14.4,6.75,10.5
139.0,38725.3,52.5543942,-1.4692311999999998,84.208,296.224,91.25,-0.09,0.1,0.0,84.73,84.39999,84.64999,84.22,0.0,84.54,-0.01938009,-0.01938009,0.0,6.0,3.0,2103.0,84.0,0.0,0.04000854,0.0,14.4,6.75,10.5
139.0,38725.4,52.5544034,-1.4692621,84.193,296.221,91.24,-0.09,0.1,0.0,84.53,84.62,84.31,84.12,0.3000183,84.52,-0.01938009,0.0,0.0,6.0,3.0,2092.0,84.0,0.0,0.04000854,0.0,14.4,6.75,9.5
139.0,38725.5,52.55441270000001,-1.4692929,83.844,296.284,91.23,-0.09,0.1,0.0,84.42,84.50999,84.09999,84.03999,0.6000061,84.50999,-0.02958012,0.009180069,0.0,6.0,3.0,2101.0,84.0,0.0,0.04000854,0.0,14.3,6.75,8.0
139.0,38725.6,52.554422,-1.4693237,83.93799999999999,296.305,91.22,-0.09,0.1,0.0,84.34999,84.15999000000001,84.12999,84.05,0.6000061,84.21,-0.01938009,0.009180069,0.0,6.0,3.0,2084.0,84.0,0.0,-0.1900024,0.0,14.4,6.75,4.5
139.0,38725.7,52.554431300000005,-1.4693545,83.934,296.176,91.22,-0.08,0.1,0.0,84.26999,84.00999,84.14999,84.01999,0.6000061,84.16,-0.02958012,0.009180069,0.0,6.0,3.0,2089.0,84.0,0.0,0.04000854,0.0,14.3,6.75,2.5
139.0,38725.8,52.554440500000005,-1.4693853,83.75,296.212,91.21,-0.09,0.1,0.0,84.00999,84.39999,83.76999,83.72,1.0,84.21,-0.03978014,0.01937985,0.0,6.0,3.0,2095.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,2.0
140.0,38725.9,52.5544497,-1.4694159000000002,83.491,296.143,91.2,-0.09,0.1,0.0,83.83,83.98999,83.72,83.81999,0.2000122,84.03,-0.03978014,0.02957988,0.0,6.0,3.0,2087.0,84.0,0.0,0.04000854,0.0,14.4,6.75,2.0
140.0,38726.0,52.554458800000006,-1.4694467,83.42299999999999,295.85,91.2,-0.07,0.1,0.0,83.89999,83.50999,83.81,83.59,0.0,83.74,-0.02958012,0.009180069,0.0,6.0,3.0,2068.0,84.0,0.0,0.04000854,0.0,14.4,6.75,2.0
140.0,38726.1,52.5544678,-1.4694774,83.37200000000001,295.786,91.2,-0.07,0.1,0.0,83.5,83.73999,83.53999,83.39,0.3000183,83.56,-0.03978014,0.0,0.0,6.0,3.0,2056.0,84.0,0.0,-0.1900024,0.0,14.4,6.75,2.0
140.0,38726.2,52.5544769,-1.469508,83.29299999999999,295.963,91.19,-0.06,0.1,0.0,83.37,83.61,83.25999,82.95,0.7000122,83.49,-0.04997993,-0.009180069,0.0,6.0,3.0,2076.0,84.0,0.0,0.04000854,0.0,14.4,6.75,2.0
140.0,38726.3,52.554486,-1.4695385,82.94,295.973,91.18,-0.06,0.1,0.0,83.22,83.06,83.03999,82.97,0.5,83.32,-0.04997993,0.0,0.0,6.0,3.0,2068.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,2.0
140.0,38726.4,52.554495,-1.469569,82.742,295.871,91.18,-0.06,0.1,0.0,83.28,82.86,83.08,82.84999,0.1000061,83.17,-0.04997993,0.0,0.0,6.0,3.0,2071.0,84.0,0.0,0.04000854,0.0,14.4,6.75,2.0
140.0,38726.5,52.554504,-1.4695995,82.69200000000001,295.80400000000003,91.18,-0.05,0.1,0.0,82.84,83.14,82.78,82.62,0.3000183,82.91,-0.04997993,0.0,0.0,6.0,3.0,2065.0,84.0,0.0,-0.1900024,0.0,14.4,6.75,2.0
140.0,38726.6,52.55451300000001,-1.4696298,82.397,295.79,91.18,-0.05,0.1,0.0,82.72,82.83,82.7,82.37999,0.0,82.79,-0.03978014,0.0,0.0,6.0,3.0,2054.0,84.0,0.0,-0.1900024,0.0,14.4,6.75,2.0
140.0,38726.7,52.5545218,-1.4696602,82.27799999999999,295.638,91.18,-0.03,0.1,0.0,82.64999,82.45999,82.28,82.34,-0.3999939,82.56,-0.03978014,-0.01938009,0.0,6.0,3.0,2047.0,84.0,0.0,0.04000854,0.0,14.4,6.75,2.0
140.0,38726.8,52.5545308,-1.4696905,82.152,295.755,91.18,-0.03,0.1,0.0,82.59,82.19,82.31999,82.00999,-0.2999877999999999,82.43,-0.04997993,-0.01938009,0.0,6.0,3.0,2049.0,84.0,0.0,0.04000854,0.0,14.3,6.75,2.0
140.0,38726.9,52.5545397,-1.4697205999999998,81.86,295.857,91.18,-0.03,0.1,0.0,82.28999,82.17999,82.12999,81.97,-0.1999817,82.23,-0.04997993,-0.01938009,0.0,6.0,3.0,2033.0,84.0,0.0,0.04000854,0.0,14.4,6.75,2.0
140.0,38727.0,52.5545486,-1.4697508,81.828,295.789,91.18,-0.02,0.1,0.0,81.92999,82.09999,81.92,81.61,-0.5,82.07,-0.04997993,-0.02958012,0.0,6.0,3.0,2034.0,84.0,0.0,0.04000854,0.0,14.4,6.75,2.0
140.0,38727.1,52.5545575,-1.4697808,81.544,295.885,91.18,-0.02,0.1,0.0,81.97,81.81999,81.7,81.64999,-0.3999939,81.95,-0.04997993,-0.01938009,0.0,6.0,3.0,2034.0,84.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38727.2,52.5545664,-1.4698107,81.306,295.914,91.19,-0.01,0.1,0.0,81.86,81.34999,81.50999,81.17,-0.3999939,81.65,-0.04997993,-0.01938009,0.0,6.0,3.0,2022.0,84.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38727.3,52.5545752,-1.4698405,80.903,295.957,91.2,0.0,0.1,0.0,81.48,80.98999,81.51999,81.20999,-0.2999877999999999,81.23,-0.04997993,-0.02958012,0.0,6.0,3.0,2016.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,1.0
140.0,38727.4,52.55458410000001,-1.4698704,81.065,295.931,91.23,0.04,0.1,0.0,80.92999,81.03999,81.31,80.87,-0.5,80.89,-0.03978014,-0.04997993,0.0,6.0,3.0,2009.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,1.0
140.0,38727.5,52.554593,-1.4699,80.896,296.226,91.23,0.04,0.1,0.0,80.83,80.83,80.78,80.42999,-0.5,81.02,-0.04997993,-0.03978014,0.0,6.0,3.0,2013.0,84.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38727.6,52.5546019,-1.4699296,80.64399999999999,296.289,91.23,0.03,0.1,0.0,81.14,80.65999000000001,80.59,80.34999,-0.7999878,80.89,-0.05915999,-0.02958012,0.0,6.0,3.0,2012.0,84.0,0.0,-0.1900024,0.0,14.4,6.75,1.0
140.0,38727.7,52.5546108,-1.4699591,80.237,296.275,91.23,0.03,0.1,0.0,80.72,80.34,80.64999,80.23999,-0.6999816999999999,80.5,-0.04997993,-0.03978014,0.0,6.0,3.0,2003.0,84.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38727.8,52.5546197,-1.4699885,80.244,296.374,91.24,0.04,0.1,0.0,80.37,80.47,80.37,80.14,-0.1000061,80.34,-0.05915999,-0.03978014,0.0,6.0,3.0,1989.0,84.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38727.9,52.5546287,-1.4700178000000002,80.15,296.527,91.24,0.04,0.1,0.0,80.2,80.28,80.06,79.72,0.0,80.31,-0.05915999,-0.009180069,0.0,6.0,3.0,1998.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,0.5
140.0,38728.0,52.5546375,-1.4700469,79.582,296.571,91.24,0.04,0.1,0.0,80.03999,80.01999,79.73999,79.75,0.6000061,80.1,-0.05915999,0.009180069,0.0,6.0,3.0,1991.0,84.0,0.0,0.04000854,0.0,14.4,6.75,0.5
140.0,38728.1,52.5546464,-1.470076,79.502,296.514,91.25,0.04,0.1,0.0,79.75999,79.55,79.70999,79.5,1.0,79.75,-0.04997993,0.01937985,0.0,6.0,3.0,1972.0,84.0,0.0,0.04000854,0.0,14.3,6.75,0.5
140.0,38728.2,52.5546553,-1.4701052,79.40899999999999,296.433,91.26,0.06,0.1,0.0,79.64999,79.59999,79.42,79.47,1.300018,79.41,-0.04997993,0.04997993,0.0,6.0,3.0,1975.0,84.0,0.0,-0.1900024,0.0,14.4,6.75,0.5
140.0,38728.3,52.5546641,-1.4701342,79.268,296.382,91.27,0.06,0.1,0.0,79.12999,79.78,79.12,79.11,1.700012,79.6,-0.05915999,0.04997993,0.0,6.0,3.0,1969.0,85.0,0.0,0.04000854,0.0,14.4,6.75,0.5
140.0,38728.4,52.554672800000006,-1.4701631,78.872,296.293,91.27,0.05,0.1,0.0,79.08,79.2,78.64999,78.64999,1.700012,79.32,-0.05915999,0.05915999,0.0,6.0,3.0,1947.0,85.0,0.0,0.04000854,0.0,14.4,6.75,0.5
140.0,38728.5,52.5546814,-1.470192,78.61,296.096,91.28,0.06,0.1,0.0,78.97,79.03,78.75999,78.98,1.300018,79.06,-0.04997993,0.04997993,0.0,6.0,3.0,1930.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,0.5
140.0,38728.6,52.55469,-1.4702209999999998,78.635,295.91200000000003,91.29,0.07,0.1,0.0,78.81999,78.73,78.81999,78.55,1.100006,78.79,-0.04997993,0.04997993,0.0,6.0,3.0,1929.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,1.0
140.0,38728.7,52.5546984,-1.4702498999999998,78.278,295.65,91.3,0.07,0.1,0.0,78.58,78.47,78.58,78.37999,1.300018,78.61,-0.04997993,0.05915999,0.0,6.0,3.0,1912.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,1.0
140.0,38728.8,52.5547068,-1.4702787000000002,77.99,295.457,91.32,0.09,0.1,0.0,78.11,78.39999,78.28,78.15999000000001,0.8999939,78.29,-0.03978014,0.01937985,0.0,6.0,3.0,1891.0,85.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38728.9,52.5547152,-1.4703076000000002,78.178,295.381,91.34,0.1,0.1,0.0,78.09,78.31,78.05,77.98,1.0,78.18,-0.04997993,0.009180069,0.0,6.0,3.0,1874.0,85.0,0.0,0.04000854,0.0,14.3,6.75,1.0
140.0,38729.0,52.5547236,-1.4703364,77.918,295.58,91.35,0.1,0.1,0.0,77.95,77.98,77.53,77.64,1.5,77.96,-0.04997993,0.009180069,0.0,6.0,3.0,1860.0,85.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38729.1,52.5547319,-1.4703649,77.422,295.491,91.34,0.08,0.1,0.0,77.89,77.67999,77.86,77.75999,0.6000061,77.71,-0.03978014,0.009180069,0.0,6.0,3.0,1871.0,85.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38729.2,52.5547402,-1.4703936999999998,77.717,295.2,91.35,0.09,0.1,0.0,77.81999,77.55,77.64,77.23999,0.0,77.7,-0.04997993,0.009180069,0.0,6.0,3.0,1863.0,85.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38729.3,52.5547483,-1.4704222,77.033,295.118,91.36,0.08,0.1,0.0,77.51999,77.37999,77.31,77.14999,0.0,77.54,-0.04997993,0.009180069,0.0,6.0,3.0,1854.0,85.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38729.4,52.5547564,-1.4704507,76.817,295.051,91.36,0.08,0.1,0.0,77.06999,77.33,77.16,77.06999,0.0,77.18,-0.04997993,-0.009180069,0.0,6.0,3.0,1849.0,85.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38729.5,52.554764600000006,-1.4704792,76.928,295.007,91.38,0.1,0.1,0.0,76.98,77.05,76.94,76.7,0.2000122,77.03,-0.04997993,-0.009180069,0.0,6.0,3.0,1838.0,85.0,0.0,0.04000854,0.0,14.3,6.75,1.0
140.0,38729.6,52.5547728,-1.4705076,76.547,295.256,91.39,0.1,0.1,0.0,76.75999,76.73999,76.50999,76.5,0.8000183000000001,76.85,-0.04997993,-0.009180069,0.0,6.0,3.0,1832.0,85.0,0.0,0.04000854,0.0,14.4,6.75,1.0
140.0,38729.7,52.5547809,-1.4705358,76.392,295.31,91.39,0.09,0.1,0.0,76.67999,76.50999,76.41,76.48999,0.5,76.62,-0.03978014,0.0,0.0,6.0,3.0,1838.0,85.0,0.0,-0.1900024,0.0,14.3,6.75,1.5
140.0,38729.8,52.554789,-1.4705641,76.30199999999999,295.165,91.4,0.09,0.1,0.0,76.56,76.31,76.45,76.06999,0.0,76.46,-0.04997993,0.009180069,0.0,6.0,3.0,1845.0,85.0,0.0,0.04000854,0.0,14.4,6.75,1.5
140.0,38729.9,52.554797,-1.4705921999999998,75.899,295.012,91.41,0.1,0.1,0.0,76.33,76.19,76.17999,75.94,0.0,76.29,-0.04997993,0.0,0.0,6.0,3.0,1844.0,85.0,0.0,0.04000854,0.0,14.4,6.75,1.5
140.0,38730.0,52.554805,-1.4706203,75.715,295.036,91.41,0.09,0.1,0.0,75.89999,76.14,75.89,75.89999,0.3000183,76.02,-0.04997993,0.0,0.0,6.0,3.0,1854.0,85.0,0.0,0.04000854,0.0,14.4,6.75,1.5
140.0,38730.1,52.554813,-1.4706483,75.668,295.11,91.42,0.1,0.1,0.0,75.76999,75.73999,75.56999,75.59999,0.3999939,75.82,-0.04997993,0.0,0.0,6.0,3.0,1850.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,1.5
140.0,38730.2,52.554821,-1.4706763,75.452,295.032,91.44,0.1,0.1,0.0,75.62,75.70999,75.41,75.26999,0.5,75.74,-0.04997993,0.009180069,0.0,6.0,3.0,1841.0,85.0,0.0,0.04000854,0.0,14.4,6.75,3.0
140.0,38730.3,52.554829,-1.4707042,75.24,295.039,91.43,0.09,0.1,0.0,75.62,75.48999,75.17,75.28,0.3000183,75.62,-0.04997993,0.0,0.0,6.0,3.0,1881.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,5.0
140.0,38730.4,52.554836900000005,-1.4707319999999997,74.992,295.012,91.44,0.09,0.1,0.0,75.50999,75.23999,75.11,75.16,0.3000183,75.39,-0.03978014,0.009180069,0.0,6.0,3.0,1877.0,85.0,0.0,-0.1900024,0.0,14.3,6.75,6.5
140.0,38730.5,52.5548447,-1.4707598,74.822,294.874,91.45,0.1,0.1,0.0,75.20999,75.00999,75.20999,74.95,0.2000122,75.22,-0.02958012,0.0,0.0,6.0,3.0,1873.0,85.0,0.0,-0.1900024,0.0,14.3,6.75,7.0
140.0,38730.6,52.5548526,-1.4707875,74.682,294.8,91.47,0.11,0.1,0.0,75.12,74.89999,75.09999,74.75999,-0.6999816999999999,75.02,-0.02958012,-0.03978014,0.0,6.0,3.0,1856.0,85.0,0.0,0.04000854,0.0,14.4,6.75,7.0
140.0,38730.7,52.5548604,-1.4708153000000002,74.65,294.764,91.48,0.11,0.1,0.0,74.92999,74.89999,74.84,74.59,-2.100006,74.88,-0.01938009,-0.05915999,0.0,6.0,3.0,1861.0,85.0,0.0,0.04000854,0.0,14.4,6.75,7.0
140.0,38730.8,52.5548681,-1.470843,74.513,294.745,91.48,0.1,0.1,0.0,74.83,74.83,74.70999,74.39,-1.799988,74.83,-0.02958012,-0.06936002,0.0,6.0,3.0,1859.0,85.0,0.0,0.04000854,0.0,14.4,6.75,4.0
140.0,38730.9,52.5548761,-1.4708705000000002,74.354,295.172,91.5,0.11,0.1,0.0,74.66,74.51999,74.37,74.14999,-0.8999939,74.68,-0.03978014,-0.06936002,0.0,6.0,3.0,1850.0,85.0,0.0,0.04000854,0.0,14.4,6.75,4.0
140.0,38731.0,52.554884,-1.4708979,74.2,295.452,91.5,0.1,0.1,0.0,74.5,74.31999,74.25,74.01999,-0.6999816999999999,74.54,-0.02958012,-0.05915999,0.0,6.0,3.0,1850.0,85.0,0.0,0.04000854,0.0,14.4,6.75,4.0
140.0,38731.1,52.554892,-1.4709253000000002,74.131,295.593,91.51,0.11,0.1,0.0,74.53,74.14,74.23999,74.14999,-0.7999878,74.36,-0.03978014,-0.04997993,0.0,6.0,3.0,1839.0,85.0,0.0,0.04000854,0.0,14.4,6.75,4.0
140.0,38731.2,52.5549,-1.4709526000000002,73.904,295.585,91.52,0.11,0.1,0.0,74.42999,74.03,74.11,73.94,-0.8999939,74.26,-0.03978014,-0.02958012,0.0,6.0,3.0,1849.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,4.0
140.0,38731.3,52.554908,-1.4709797,73.66,295.73400000000004,91.53,0.1,0.1,0.0,74.14,73.94,74.08,73.70999,-0.8999939,74.12,-0.03978014,-0.03978014,0.0,6.0,3.0,1834.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,4.5
140.0,38731.4,52.554916000000006,-1.4710068,73.544,295.789,91.54,0.11,0.1,0.0,73.78,73.87999,73.78,73.64999,-0.7999878,73.83,-0.02958012,-0.02958012,0.0,6.0,3.0,1835.0,85.0,0.0,0.04000854,0.0,14.4,6.75,4.5
140.0,38731.5,52.554924,-1.4710338,73.415,295.923,91.56,0.12,0.1,0.0,73.66,73.81999,73.67999,73.51999,-0.3999939,73.67,-0.02958012,-0.02958012,0.0,6.0,3.0,1830.0,85.0,0.0,0.04000854,0.0,14.4,6.75,2.0
140.0,38731.6,52.554932,-1.4710608,73.332,295.92900000000003,91.57,0.12,0.1,0.0,73.56999,73.70999,73.48,73.31999,-0.3999939,73.53,-0.02958012,-0.01938009,0.0,6.0,3.0,1822.0,85.0,0.0,0.04000854,0.0,14.3,6.75,0.5
140.0,38731.7,52.5549401,-1.4710876999999998,73.17,296.075,91.59,0.13,0.1,0.0,73.45,73.39999,73.25,73.00999,-0.2999877999999999,73.5,-0.03978014,-0.02958012,0.0,6.0,3.0,1825.0,85.0,0.0,0.04000854,0.0,14.4,6.75,0.5
140.0,38731.8,52.5549481,-1.4711145,72.947,296.145,91.6,0.13,0.1,0.0,73.31,73.23999,73.03999,72.76999,-0.3999939,73.38,-0.03978014,-0.03978014,0.0,6.0,3.0,1810.0,85.0,0.0,-0.1900024,0.0,14.3,6.75,0.5
140.0,38731.9,52.554956100000005,-1.4711412,72.727,296.277,91.61,0.13,0.1,0.0,73.03999,72.86,72.81,72.8,-0.1000061,73.08,-0.03978014,-0.02958012,0.0,6.0,3.0,1795.0,85.0,0.0,0.04000854,0.0,14.4,6.75,0.5
140.0,38732.0,52.5549642,-1.4711679,72.706,296.327,91.63,0.14,0.1,0.0,72.97,72.7,72.76999,72.78999,-0.1999817,72.9,-0.03978014,-0.009180069,0.0,6.0,3.0,1809.0,85.0,0.0,-0.1900024,0.0,14.3,6.75,0.5
140.0,38732.1,52.5549722,-1.4711945,72.598,296.29,91.65,0.14,0.1,0.0,72.89,72.56999,72.59999,72.62,-0.1999817,72.68999000000001,-0.03978014,0.0,0.0,6.0,3.0,1801.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,3.0
140.0,38732.2,52.5549802,-1.471221,72.274,296.339,91.65,0.13,0.1,0.0,72.69,72.42,72.62,72.23,-0.2999877999999999,72.62,-0.03978014,-0.009180069,0.0,6.0,3.0,1800.0,85.0,0.0,0.04000854,0.0,14.4,6.75,3.0
140.0,38732.3,52.5549882,-1.4712473999999998,72.007,296.325,91.67,0.14,0.1,0.0,72.45,72.23999,72.45,72.09,-0.2999877999999999,72.46,-0.03978014,-0.009180069,0.0,6.0,3.0,1792.0,85.0,0.0,0.04000854,0.0,14.4,6.75,3.0
140.0,38732.4,52.5549962,-1.4712738,71.95,296.336,91.68,0.14,0.1,0.0,72.09999,72.22,72.17,72.05,0.2000122,72.21,-0.03978014,0.0,0.0,6.0,3.0,1790.0,85.0,0.0,0.04000854,0.0,14.3,6.75,3.0
140.0,38732.5,52.5550042,-1.4713001,71.874,296.433,91.7,0.14,0.1,0.0,71.87999,72.23,71.97,71.95999,1.0,72.02,-0.03978014,0.01937985,0.0,6.0,3.0,1787.0,85.0,0.0,0.04000854,0.0,14.4,6.75,4.0
140.0,38732.6,52.5550121,-1.4713264,71.68,296.451,91.72,0.15,0.1,0.0,71.75,72.12999,71.66,71.75,1.200012,71.89,-0.03978014,0.0397799,0.0,6.0,3.0,1780.0,85.0,0.0,0.04000854,0.0,14.3,6.75,4.5
140.0,38732.7,52.55502,-1.4713526,71.377,296.249,91.73,0.15,0.1,0.0,71.67,71.87999,71.61,71.51999,1.200012,71.72,-0.03978014,0.02957988,0.0,6.0,3.0,1779.0,85.0,0.0,0.04000854,0.0,14.4,6.75,9.0
140.0,38732.8,52.5550279,-1.4713788,71.366,296.153,91.75,0.16,0.1,0.0,71.45,71.67,71.3,71.33,1.200012,71.61,-0.03978014,0.02957988,0.0,6.0,3.0,1788.0,85.0,0.0,-0.1900024,0.0,14.3,6.75,14.5
140.0,38732.9,52.5550357,-1.4714048999999998,71.1,296.09,91.76,0.15,0.1,0.0,71.39,71.48999,71.16,71.16,1.600006,71.5,-0.02958012,0.0397799,0.0,6.0,3.0,1833.0,85.0,0.0,-0.1900024,0.0,14.3,6.75,16.5
140.0,38733.0,52.5550435,-1.4714311,71.20100000000001,296.017,91.78,0.16,0.1,0.0,71.23,71.31,71.01999,71.12999,1.800018,71.34,-0.009180069,0.0397799,0.0,6.0,3.0,1865.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,16.5
140.0,38733.1,52.5550512,-1.4714573,71.075,295.836,91.78,0.15,0.1,0.0,71.44,71.39,71.03,71.12999,1.700012,71.35,-0.01938009,0.04997993,0.0,6.0,3.0,1879.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,16.5
140.0,38733.2,52.5550589,-1.4714834,70.92399999999999,295.827,91.78,0.14,0.1,0.0,71.45,71.37999,70.91,71.09999,1.399994,71.46,-0.01938009,0.05915999,0.0,6.0,3.0,1893.0,85.0,0.0,0.04000854,0.0,14.4,6.75,16.5
140.0,38733.3,52.5550664,-1.4715095,70.56,295.402,91.79,0.13,0.1,0.0,71.31,71.20999,70.95,71.12999,1.100006,71.24,-0.01938009,0.05915999,0.0,6.0,3.0,1919.0,85.0,0.0,0.04000854,0.0,14.4,6.75,18.5
140.0,38733.4,52.5550739,-1.4715357,70.46300000000001,295.005,91.81,0.14,0.1,0.0,71.06,70.98,71.06,71.00999,1.300018,71.11,0.0,0.05915999,0.0,6.0,3.0,1896.0,85.0,0.0,0.04000854,0.0,14.2,6.75,20.5
140.0,38733.5,52.5550813,-1.4715619000000002,70.628,294.897,91.84,0.17,0.1,0.0,70.92,70.81999,71.11,70.87,1.800018,70.96,0.0,0.0397799,0.0,6.0,3.0,1906.0,85.0,0.0,0.04000854,0.0,14.2,6.75,21.0
140.0,38733.6,52.55508869999999,-1.4715882,70.643,294.772,91.87,0.18,0.1,0.0,70.75999,70.95999,70.98,70.8,1.800018,70.89,0.0,0.02957988,0.0,6.0,3.0,1969.0,85.0,0.0,0.04000854,0.0,14.3,6.75,21.0
140.0,38733.7,52.5550961,-1.4716144,70.661,294.886,91.88,0.17,0.1,0.0,70.89999,71.19,70.81999,70.7,1.5,70.93,0.0,0.009180069,0.0,6.0,3.0,2019.0,85.0,0.0,-0.1900024,0.0,14.3,6.75,21.5
140.0,38733.8,52.5551035,-1.4716407000000002,70.574,294.61400000000003,91.89,0.16,0.1,0.0,70.98999,71.19,70.75,70.78999,0.3999939,71.0,0.009180069,-0.009180069,0.0,6.0,3.0,2035.0,85.0,0.0,-0.1900024,0.0,14.4,6.75,21.5
140.0,38733.9,52.5551108,-1.4716669999999998,70.783,294.685,91.89,0.15,0.1,0.0,71.16,71.14999,70.72,70.73,0.2000122,71.04,0.0,-0.01938009,0.0,6.0,3.0,2009.0,85.0,0.0,0.04000854,0.0,14.4,6.75,21.5
140.0,38734.0,52.5551182,-1.4716932,70.39399999999999,294.611,91.91,0.15,0.1,0.0,71.12999,71.12999,70.87999,70.78,0.0,71.06,0.009180069,-0.009180069,0.0,6.0,3.0,1970.0,85.0,0.0,0.04000854,0.0,14.4,6.75,22.5
140.0,38734.1,52.5551255,-1.4717194999999998,70.686,294.687,91.91,0.14,0.1,0.0,71.17,70.95,70.92,70.67,-0.5,71.17,0.009180069,-0.01938009,0.0,6.0,3.0,1939.0,85.0,0.0,0.04000854,0.0,14.3,6.75,25.0
140.0,38734.2,52.55513270000001,-1.4717458,70.477,294.14,91.95,0.17,0.1,0.0,71.20999,70.98999,70.98999,70.78,-0.7999878,71.18999000000001,0.01937985,-0.04997993,0.0,6.0,3.0,1937.0,85.0,0.0,0.04000854,0.0,14.3,6.75,25.0
140.0,38734.3,52.5551401,-1.4717721,70.639,294.55400000000003,91.96,0.17,0.1,0.0,71.31,71.01999,71.00999,70.84,-0.8999939,71.23,0.01937985,-0.06936002,0.0,5.0,3.0,1989.0,85.0,0.0,-0.1900024,0.0,14.3,6.75,25.5
140.0,38734.4,52.5551475,-1.4717984000000002,70.747,294.815,91.97,0.17,0.1,0.0,71.34,71.06999,71.06,70.78999,-1.199982,71.22,0.01937985,-0.07956004,0.0,5.0,3.0,2055.0,85.0,0.0,0.04000854,0.0,14.2,6.75,27.0
